question,answer,p_answer,type,length,difficulty,latency,word,source,target,p_answer_clean,answer_clean,exact,cfm,Model,raw_response,annotated_question,edit_type
Add 'l' after 'a' in 'negatedness'.,negaltedness,nelatednessl,add,11,3,,negatedness,a,l,nelatednessl,negaltedness,False,0.75,Final,"{
  ""p_answer"": ""n e l a t e d n e s s l""
}",Add 'l' after 'a' in n e g a t e d n e s s.,
Add 't' after 'd' in 'tiding'.,tidting,tdingt,add,6,3,,tiding,d,t,tdingt,tidting,False,0.5714285714285714,Final,"{
  ""p_answer"": ""tdingt""
}",Add 't' after 'd' in t i d i n g.,
Add 'b' after 'w' in 'thowt'.,thowbt,thobwot,add,5,3,,thowt,w,b,thobwot,thowbt,False,0.7142857142857143,Final,"{
  ""p_answer"": ""thobwot""
}",Add 'b' after 'w' in t h o w t.,
Add 'Y' after 'm' in 'urinarium'.,urinariumY,uriYnariYum,add,9,3,,urinarium,m,Y,uriYnariYum,urinariumY,False,0.7272727272727273,Final,"{
  ""p_answer"": ""u r iY n a r i Y u m""
}",Add 'Y' after 'm' in u r i n a r i u m.,
Add '}' after 'a' in 'cataloguist'.,ca}ta}loguist,ca}taloguist,add,11,3,,cataloguist,a,},ca}taloguist,ca}ta}loguist,False,0.9230769230769231,Final,"{
  ""p_answer"": ""c a} t a l o g u i s t""
}",Add '}' after 'a' in c a t a l o g u i s t.,
Add '>' after 'e' in 'unidentifiableness'.,unide>ntifiable>ne>ss,u>n>i>d>e>n>t>i>f>i>a>b>l>e>n>e>s>s,add,18,3,,unidentifiableness,e,>,u>n>i>d>e>n>t>i>f>i>a>b>l>e>n>e>s>s,unide>ntifiable>ne>ss,False,0.6,Final,"{
  ""p_answer"": ""u > n > i > d > e > n > t > i > f > i > a > b > l > e > n > e > s >s""
}",Add '>' after 'e' in u n i d e n t i f i a b l e n e s s.,
Add 'N' after 'e' in 'antepagments'.,anteNpagmeNnts,nteNpagmeNts,add,12,3,,antepagments,e,N,nteNpagmeNts,anteNpagmeNnts,False,0.8571428571428572,Final,"{
  ""p_answer"": ""n t e N p a g m e N t s""
}",Add 'N' after 'e' in a n t e p a g m e n t s.,
Add '$' after 'a' in 'waspishness'.,wa$spishness,w$aspi$shness,add,11,3,,waspishness,a,$,w$aspi$shness,wa$spishness,False,0.7692307692307692,Final,"{
  ""p_answer"": ""w $ a s p i $ s h n e s s""
}",Add '$' after 'a' in w a s p i s h n e s s.,
Add 'G' after 'r' in 'girlishly'.,girGlishly,grishlyG,add,9,3,,girlishly,r,G,grishlyG,girGlishly,False,0.6,Final,"{
  ""p_answer"": ""grishlyG""
}",Add 'G' after 'r' in g i r l i s h l y.,
Add 'V' after 'n' in 'agoniada'.,agonViada,agoniVada,add,8,3,,agoniada,n,V,agoniVada,agonViada,False,0.7777777777777778,Final,"{
  ""p_answer"": ""agoniVada""
}",Add 'V' after 'n' in a g o n i a d a.,
Add '$' after 'e' in 'pediculine'.,pe$diculine$,p$e$d$i$c$u$l$i$n$e,add,10,3,,pediculine,e,$,p$e$d$i$c$u$l$i$n$e,pe$diculine$,False,0.5263157894736843,Final,"{
  ""p_answer"": ""p$e$d$i$c$u$l$i$n$e""
}",Add '$' after 'e' in p e d i c u l i n e.,
Add 'h' after 'b' in 'hyperboloid'.,hyperbholoid,hyperhboloihd,add,11,3,,hyperboloid,b,h,hyperhboloihd,hyperbholoid,False,0.7692307692307692,Final,"{
  ""p_answer"": ""h y p e r h b o l o i h d""
}",Add 'h' after 'b' in h y p e r b o l o i d.,
Add 'I' after 'n' in 'caretaking'.,caretakinIg,caretakIng,add,10,3,,caretaking,n,I,caretakIng,caretakinIg,False,0.8181818181818181,Final,"{
  ""p_answer"": ""c a r e t a k I n g""
}",Add 'I' after 'n' in c a r e t a k i n g.,
Add 'E' after 'n' in 'zeuglodonta'.,zeuglodonEta,zEuglodontaE,add,11,3,,zeuglodonta,n,E,zEuglodontaE,zeuglodonEta,False,0.75,Final,"{
  ""p_answer"": ""z E u g l o d o n t a E""
}",Add 'E' after 'n' in z e u g l o d o n t a.,
Add '+' after 'a' in 'conchostraca'.,conchostra+ca+,con+chostra+ca,add,12,3,,conchostraca,a,+,con+chostra+ca,conchostra+ca+,False,0.8571428571428572,Final,"{
  ""p_answer"": ""c o n + c h o s t r a + c a""
}",Add '+' after 'a' in c o n c h o s t r a c a.,
Add 'g' after 'w' in 'unlawyered'.,unlawgyered,unggawyeerged,add,10,3,,unlawyered,w,g,unggawyeerged,unlawgyered,False,0.6153846153846154,Final,"{
  ""p_answer"": ""unggawyeerged""
}",Add 'g' after 'w' in u n l a w y e r e d.,
Add 't' after 'c' in 'deprecator'.,deprectator,deprecatort,add,10,3,,deprecator,c,t,deprecatort,deprectator,False,0.8181818181818181,Final,"{
  ""p_answer"": ""d e p r e c a t o r t""
}",Add 't' after 'c' in d e p r e c a t o r.,
Add 'b' after 's' in 'misplant'.,misbplant,msbplant,add,8,3,,misplant,s,b,msbplant,misbplant,False,0.8888888888888888,Final,"{
  ""p_answer"": ""msbplant""
}",Add 'b' after 's' in m i s p l a n t.,
Add 'a' after 'c' in 'costocoracoid'.,caostocaoracaoid,costacoracoid,add,13,3,,costocoracoid,c,a,costacoracoid,caostocaoracaoid,False,0.75,Final,"{
  ""p_answer"": ""c o s t a c o r a c o i d""
}",Add 'a' after 'c' in c o s t o c o r a c o i d.,
Add 'M' after 'g' in 'gorgonian'.,gMorgMonian,gorMgonian,add,9,3,,gorgonian,g,M,gorMgonian,gMorgMonian,False,0.7272727272727273,Final,"{
  ""p_answer"": ""g o r M g o n i a n""
}",Add 'M' after 'g' in g o r g o n i a n.,
Add 'X' after 'l' in 'pigflower'.,pigflXower,piglXower,add,9,3,,pigflower,l,X,piglXower,pigflXower,False,0.9,Final,"{
  ""p_answer"": ""piglXower""
}",Add 'X' after 'l' in p i g f l o w e r.,
Add 'P' after 'b' in 'mushabbihite'.,mushabPbPihite,mushaPbbihite,add,12,3,,mushabbihite,b,P,mushaPbbihite,mushabPbPihite,False,0.8571428571428572,Final,"{
  ""p_answer"": ""m u s h a P b b i h i t e""
}",Add 'P' after 'b' in m u s h a b b i h i t e.,
Add 'P' after 'a' in 'farinulent'.,faPrinulent,faPrinulent,add,10,3,,farinulent,a,P,faPrinulent,faPrinulent,True,1.0,Final,"{
  ""p_answer"": ""f a P r i n u l e n t""
}",Add 'P' after 'a' in f a r i n u l e n t.,
Add '&' after 'r' in 'transequatorial'.,tr&ansequator&ial,t&ransequatorial,add,15,3,,transequatorial,r,&,t&ransequatorial,tr&ansequator&ial,False,0.8235294117647058,Final,"{
  ""p_answer"": ""t & r a n s e q u a t o r i a l""
}",Add '&' after 'r' in t r a n s e q u a t o r i a l.,
Add 'I' after 'e' in 'undercourtier'.,undeIrcourtieIr,undercourtierI,add,13,3,,undercourtier,e,I,undercourtierI,undeIrcourtieIr,False,0.8,Final,"{
  ""p_answer"": ""u n d e r c o u r t i e r I""
}",Add 'I' after 'e' in u n d e r c o u r t i e r.,
Add '}' after 'm' in 'mesostylous'.,m}esostylous,m}esostylous},add,11,3,,mesostylous,m,},m}esostylous},m}esostylous,False,0.9230769230769231,Final,"{
  ""p_answer"": ""m} e s o s t y l o u s}""
}",Add '}' after 'm' in m e s o s t y l o u s.,
Add '2' after 'd' in 'disshadow'.,d2isshad2ow,disshadow2,add,9,3,,disshadow,d,2,disshadow2,d2isshad2ow,False,0.7272727272727273,Final,"{
  ""p_answer"": ""d i s s h a d o w2""
}",Add '2' after 'd' in d i s s h a d o w.,
Add 'h' after 'i' in 'slipsole'.,slihpsole,slihpsole,add,8,3,,slipsole,i,h,slihpsole,slihpsole,True,1.0,Final,"{
  ""p_answer"": ""s l i h p s o l e""
}",Add 'h' after 'i' in s l i p s o l e.,
Add 'c' after 'o' in 'noninsertion'.,nocninsertiocn,nocninsertion,add,12,3,,noninsertion,o,c,nocninsertion,nocninsertiocn,False,0.9285714285714286,Final,"{
  ""p_answer"": ""no c n i n s e r t i o n""
}",Add 'c' after 'o' in n o n i n s e r t i o n.,
Add 'C' after 'h' in 'hashiya'.,hCashCiya,hCashiya,add,7,3,,hashiya,h,C,hCashiya,hCashCiya,False,0.8888888888888888,Final,"{
  ""p_answer"": ""h C a s h i y a""
}",Add 'C' after 'h' in h a s h i y a.,
"Add '""' after 'l' in 'unpublicity'.","unpubl""icity",\,add,11,3,,unpublicity,l,"""",\,"unpubl""icity",False,0.0,Final,"{
  ""p_answer"": ""\""n\"" p u b l i c i t y""
}","Add '""' after 'l' in u n p u b l i c i t y.",
Add 'R' after 's' in 'enamelist'.,enamelisRt,enameRlist,add,9,3,,enamelist,s,R,enameRlist,enamelisRt,False,0.8,Final,"{
  ""p_answer"": ""e n a m e R l i s t""
}",Add 'R' after 's' in e n a m e l i s t.,
Add '8' after 's' in 'semiliterate'.,s8emiliterate,s8emilit8rat8,add,12,3,,semiliterate,s,8,s8emilit8rat8,s8emiliterate,False,0.8461538461538461,Final,"{
  ""p_answer"": ""s8e m i l i t8r a t8""
}",Add '8' after 's' in s e m i l i t e r a t e.,
Add 'k' after 'e' in 'semicoke'.,sekmicokek,sekmicoke,add,8,3,,semicoke,e,k,sekmicoke,sekmicokek,False,0.9,Final,"{
  ""p_answer"": ""s e k m i c o k e""
}",Add 'k' after 'e' in s e m i c o k e.,
Add 'd' after 'e' in 'forestem'.,foredstedm,foredestem,add,8,3,,forestem,e,d,foredestem,foredstedm,False,0.8,Final,"{
  ""p_answer"": ""foredestem""
}",Add 'd' after 'e' in f o r e s t e m.,
Add '{' after 'h' in 'anthophyta'.,anth{oph{yta,{h}{o}p{h}y{t}a,add,10,3,,anthophyta,h,{,{h}{o}p{h}y{t}a,anth{oph{yta,False,0.4,Final,"{
  ""p_answer"": ""{h}{o}p{h}y{t}a""
}",Add '{' after 'h' in a n t h o p h y t a.,
Add 'O' after 'l' in 'localizable'.,lOocalOizablOe,lOcalizable,add,11,3,,localizable,l,O,lOcalizable,lOocalOizablOe,False,0.7857142857142857,Final,"{
  ""p_answer"": ""l O c a l i z a b l e""
}",Add 'O' after 'l' in l o c a l i z a b l e.,
Add 'y' after 'm' in 'homocentrical'.,homyocentrical,homyocentrical,add,13,3,,homocentrical,m,y,homyocentrical,homyocentrical,True,1.0,Final,"{
  ""p_answer"": ""h o m y o c e n t r i c a l""
}",Add 'y' after 'm' in h o m o c e n t r i c a l.,
Add '@' after 'n' in 'swingdevil'.,swin@gdevil,s@win@gdevil,add,10,3,,swingdevil,n,@,s@win@gdevil,swin@gdevil,False,0.9166666666666666,Final,"{
  ""p_answer"": ""s @ w i n @ g d e v i l""
}",Add '@' after 'n' in s w i n g d e v i l.,
Add '9' after 'n' in 'squirminess'.,squirmin9ess,squirminess9,add,11,3,,squirminess,n,9,squirminess9,squirmin9ess,False,0.8333333333333334,Final,"{
  ""p_answer"": ""s q u i r m i n e s s9""
}",Add '9' after 'n' in s q u i r m i n e s s.,
Add 'v' after 'c' in 'pythogenetic'.,pythogeneticv,cvthogenetic,add,12,3,,pythogenetic,c,v,cvthogenetic,pythogeneticv,False,0.7692307692307692,Final,"{
  ""p_answer"": ""c v t h o g e n e t i c""
}",Add 'v' after 'c' in p y t h o g e n e t i c.,
Add 'w' after 'p' in 'phthartolatrae'.,pwhthartolatrae,phwthartolawtare,add,14,3,,phthartolatrae,p,w,phwthartolawtare,pwhthartolatrae,False,0.6875,Final,"{
  ""p_answer"": ""p h w t h a r t o l a w t a r e""
}",Add 'w' after 'p' in p h t h a r t o l a t r a e.,
Add 'j' after 'a' in 'mousehawk'.,mousehajwk,mousehawkj,add,9,3,,mousehawk,a,j,mousehawkj,mousehajwk,False,0.8,Final,"{
  ""p_answer"": ""m o u s e h a w k j""
}",Add 'j' after 'a' in m o u s e h a w k.,
Add '$' after 'c' in 'cyclophoria'.,c$yc$lophoria,c$yc$lophoria,add,11,3,,cyclophoria,c,$,c$yc$lophoria,c$yc$lophoria,True,1.0,Final,"{
  ""p_answer"": ""c $ y c $ l o p h o r i a""
}",Add '$' after 'c' in c y c l o p h o r i a.,
Add 'D' after 'i' in 'nondonation'.,nondonatiDon,noDondation,add,11,3,,nondonation,i,D,noDondation,nondonatiDon,False,0.6666666666666667,Final,"{
  ""p_answer"": ""noDondation""
}",Add 'D' after 'i' in n o n d o n a t i o n.,
Add 'f' after 'c' in 'procyoniformia'.,procfyoniformia,procyformif,add,14,3,,procyoniformia,c,f,procyformif,procfyoniformia,False,0.6666666666666667,Final,"{
  ""p_answer"": ""procyformif""
}",Add 'f' after 'c' in p r o c y o n i f o r m i a.,
Add 'Y' after 'e' in 'superadequate'.,supeYradeYquateY,superadequateY,add,13,3,,superadequate,e,Y,superadequateY,supeYradeYquateY,False,0.875,Final,"{
  ""p_answer"": ""s u p e r a d e q u a t eY""
}",Add 'Y' after 'e' in s u p e r a d e q u a t e.,
Add 'N' after 's' in 'leptostracous'.,leptosNtracousN,leptostracousN,add,13,3,,leptostracous,s,N,leptostracousN,leptosNtracousN,False,0.9333333333333333,Final,"{
  ""p_answer"": ""l e p t o s t r a c o u s N""
}",Add 'N' after 's' in l e p t o s t r a c o u s.,
Add '-' after 'c' in 'prebroadcasting'.,prebroadc-asting,p-r-e-b-r-o-a-d-c-a-s-t-i-n-g,add,15,3,,prebroadcasting,c,-,p-r-e-b-r-o-a-d-c-a-s-t-i-n-g,prebroadc-asting,False,0.5517241379310345,Final,"{
  ""p_answer"": ""p-r-e-b-r-o-a-d-c-a-s-t-i-n-g""
}",Add '-' after 'c' in p r e b r o a d c a s t i n g.,
Add 'B' after 'n' in 'precoruptness'.,precoruptnBess,precoruptnessB,add,13,3,,precoruptness,n,B,precoruptnessB,precoruptnBess,False,0.8571428571428572,Final,"{
  ""p_answer"": ""pr e c o r u p t n e s s B""
}",Add 'B' after 'n' in p r e c o r u p t n e s s.,
Add '$' after 'b' in 'subalternation'.,sub$alternation,$u$b$a$l$t$e$r$n$a*t$i{o$n,add,14,3,,subalternation,b,$,$u$b$a$l$t$e$r$n$a*t$i{o$n,sub$alternation,False,0.5384615384615384,Final,"{
  ""p_answer"": ""$u$b$a$l$t$e$r$n$a*t$i{o$n""
}",Add '$' after 'b' in s u b a l t e r n a t i o n.,
Add 'Y' after 'r' in 'myrrhis'.,myrYrYhis,mYrrhisY,add,7,3,,myrrhis,r,Y,mYrrhisY,myrYrYhis,False,0.5555555555555556,Final,"{
  ""p_answer"": ""m Y r r h i sY""
}",Add 'Y' after 'r' in m y r r h i s.,
Add 'T' after 't' in 'narcist'.,narcistT,narcisTisT,add,7,3,,narcist,t,T,narcisTisT,narcistT,False,0.7,Final,"{
  ""p_answer"": ""n a r c i s T i s T""
}",Add 'T' after 't' in n a r c i s t.,
Add '_' after 'h' in 'catechumenism'.,catech_umenism,c_a_t_e_c_h_u_m_e_n_i_s_m,add,13,3,,catechumenism,h,_,c_a_t_e_c_h_u_m_e_n_i_s_m,catech_umenism,False,0.56,Final,"{
  ""p_answer"": ""c_a_t_e_c_h_u_m_e_n_i_s_m""
}",Add '_' after 'h' in c a t e c h u m e n i s m.,
Add '3' after 's' in 'diluteness'.,dilutenes3s3,diluteness3,add,10,3,,diluteness,s,3,diluteness3,dilutenes3s3,False,0.9166666666666666,Final,"{
  ""p_answer"": ""d i l u t e n e s s3""
}",Add '3' after 's' in d i l u t e n e s s.,
Add 'M' after 't' in 'barotaxy'.,barotMaxy,barotaxyM,add,8,3,,barotaxy,t,M,barotaxyM,barotMaxy,False,0.7777777777777778,Final,"{
  ""p_answer"": ""b a r o t a x yM""
}",Add 'M' after 't' in b a r o t a x y.,
Add '~' after 'i' in 'nucivorous'.,nuci~vorous,~nu~ci~vorous,add,10,3,,nucivorous,i,~,~nu~ci~vorous,nuci~vorous,False,0.8461538461538461,Final,"{
  ""p_answer"": ""~n u ~c i~v o r o u s""
}",Add '~' after 'i' in n u c i v o r o u s.,
Add '@' after 'p' in 'imperatrix'.,imp@eratrix,i@mperatrix,add,10,3,,imperatrix,p,@,i@mperatrix,imp@eratrix,False,0.8181818181818181,Final,"{
  ""p_answer"": ""i @ m p e r a t r i x""
}",Add '@' after 'p' in i m p e r a t r i x.,
Add 'h' after 't' in 'julianto'.,juliantho,juhlianto,add,8,3,,julianto,t,h,juhlianto,juliantho,False,0.7777777777777778,Final,"{
  ""p_answer"": ""j u h l i a n t o""
}",Add 'h' after 't' in j u l i a n t o.,
Add '$' after 'n' in 'salvationist'.,salvation$ist,$a$l$v$a$t$i$o$n$i$s$t,add,12,3,,salvationist,n,$,$a$l$v$a$t$i$o$n$i$s$t,salvation$ist,False,0.5454545454545454,Final,"{
  ""p_answer"": ""$a$l$v$a$t$i$o$n$i$s$t""
}",Add '$' after 'n' in s a l v a t i o n i s t.,
Add '^' after 'n' in 'dinnertime'.,din^n^ertime,^d^i^n^n^e^r^t^i^m^e,add,10,3,,dinnertime,n,^,^d^i^n^n^e^r^t^i^m^e,din^n^ertime,False,0.6,Final,"{
  ""p_answer"": ""^d^i^n^n^e^r^t^i^m^e""
}",Add '^' after 'n' in d i n n e r t i m e.,
Add 'o' after 's' in 'ossifier'.,ososoifier,ossoier,add,8,3,,ossifier,s,o,ossoier,ososoifier,False,0.7,Final,"{
  ""p_answer"": ""o s s o i e r""
}",Add 'o' after 's' in o s s i f i e r.,
Add '/' after 'l' in 'somewhiles'.,somewhil/es,s/o/m/e/w/h/i/l//w/h/i/l/e/s,add,10,3,,somewhiles,l,/,s/o/m/e/w/h/i/l//w/h/i/l/e/s,somewhil/es,False,0.3928571428571429,Final,"{
  ""p_answer"": ""s/o/m/e/w/h/i/l/ /w/h/i/l/e/s""
}",Add '/' after 'l' in s o m e w h i l e s.,
Add 'f' after 'e' in 'perforation'.,pefrforation,perforationf,add,11,3,,perforation,e,f,perforationf,pefrforation,False,0.8333333333333334,Final,"{
  ""p_answer"": ""perforationf""
}",Add 'f' after 'e' in p e r f o r a t i o n.,
Add 'r' after 'g' in 'deign'.,deigrn,deirgn,add,5,3,,deign,g,r,deirgn,deigrn,False,0.6666666666666667,Final,"{
  ""p_answer"": ""deirgn""
}",Add 'r' after 'g' in d e i g n.,
Add 'z' after 'o' in 'protoforaminifer'.,proztozfozraminifer,protoformiz,add,16,3,,protoforaminifer,o,z,protoformiz,proztozfozraminifer,False,0.5263157894736843,Final,"{
  ""p_answer"": ""protoformiz""
}",Add 'z' after 'o' in p r o t o f o r a m i n i f e r.,
Add '+' after 'c' in 'stylographically'.,stylographic+ally,s+t+y+l+o+g+r+a+p+h+i+c+a+l+l+y,add,16,3,,stylographically,c,+,s+t+y+l+o+g+r+a+p+h+i+c+a+l+l+y,stylographic+ally,False,0.5483870967741935,Final,"{
  ""p_answer"": ""s+t+y+l+o+g+r+a+p+h+i+c+a+l+l+y""
}",Add '+' after 'c' in s t y l o g r a p h i c a l l y.,
Add '$' after 'a' in 'astragalectomy'.,a$stra$ga$lectomy,a\$t\$r\$a\$g\$a$l$e$c$t$o$m$y,add,14,3,,astragalectomy,a,$,a\$t\$r\$a\$g\$a$l$e$c$t$o$m$y,a$stra$ga$lectomy,False,0.5,Final,"{
  ""p_answer"": ""a\$t\$r\$a\$g\$a$l$e$c$t$o$m$y""
}",Add '$' after 'a' in a s t r a g a l e c t o m y.,
Add '<' after 'n' in 'tenantless'.,ten<an<tless,t<e<n><a<n<t<l<e<s<s,add,10,3,,tenantless,n,<,t<e<n><a<n<t<l<e<s<s,ten<an<tless,False,0.6,Final,"{
  ""p_answer"": ""t<e<n><a<n<t<l<e<s<s""
}",Add '<' after 'n' in t e n a n t l e s s.,
Add 'k' after 'y' in 'froggery'.,froggeryk,frokkgerky,add,8,3,,froggery,y,k,frokkgerky,froggeryk,False,0.6,Final,"{
  ""p_answer"": ""frokkgerky""
}",Add 'k' after 'y' in f r o g g e r y.,
Add 'L' after 'p' in 'patternmaker'.,pLatternmaker,pLatternmaker,add,12,3,,patternmaker,p,L,pLatternmaker,pLatternmaker,True,1.0,Final,"{
  ""p_answer"": ""p L a t t e r n m a k e r""
}",Add 'L' after 'p' in p a t t e r n m a k e r.,
Add 't' after 'l' in 'cassolette'.,cassoltette,cassolettet,add,10,3,,cassolette,l,t,cassolettet,cassoltette,False,0.8181818181818181,Final,"{
  ""p_answer"": ""c a s s o l e t t e t""
}",Add 't' after 'l' in c a s s o l e t t e.,
Add 'f' after 'm' in 'numinous'.,numfinous,nufminous,add,8,3,,numinous,m,f,nufminous,numfinous,False,0.7777777777777778,Final,"{
  ""p_answer"": ""nufminous""
}",Add 'f' after 'm' in n u m i n o u s.,
Add '9' after 'p' in 'undespising'.,undesp9ising,undespi9sing,add,11,3,,undespising,p,9,undespi9sing,undesp9ising,False,0.8333333333333334,Final,"{
  ""p_answer"": ""undespi9sing""
}",Add '9' after 'p' in u n d e s p i s i n g.,
Add '7' after 'c' in 'caprifoliaceous'.,c7aprifoliac7eous,ca7rifoliaceous,add,15,3,,caprifoliaceous,c,7,ca7rifoliaceous,c7aprifoliac7eous,False,0.8235294117647058,Final,"{
  ""p_answer"": ""c a 7 r i f o l i a c e o u s""
}",Add '7' after 'c' in c a p r i f o l i a c e o u s.,
Add 'L' after 'e' in 'soppiness'.,soppineLss,soppLiness,add,9,3,,soppiness,e,L,soppLiness,soppineLss,False,0.8,Final,"{
  ""p_answer"": ""s o p p L i n e s s""
}",Add 'L' after 'e' in s o p p i n e s s.,
Add 'T' after 'w' in 'sleepwalking'.,sleepwTalking,sleepwTalking,add,12,3,,sleepwalking,w,T,sleepwTalking,sleepwTalking,True,1.0,Final,"{
  ""p_answer"": ""s l e e p w T a l k i n g""
}",Add 'T' after 'w' in s l e e p w a l k i n g.,
Add 's' after 'm' in 'disruptment'.,disruptmsent,disruptmensment,add,11,3,,disruptment,m,s,disruptmensment,disruptmsent,False,0.8,Final,"{
  ""p_answer"": ""d i s r u p t m e n s m e n t""
}",Add 's' after 'm' in d i s r u p t m e n t.,
Add ''' after 'r' in 'oligomery'.,oligomer'y,r''''i''''n''''oligom''''ery,add,9,3,,oligomery,r,',r''''i''''n''''oligom''''ery,oligomer'y,False,0.2857142857142857,Final,"{
  ""p_answer"": ""r''''i''''n'''' oligom''''ery""
}",Add ''' after 'r  i n  oligomery'.,
Add 'n' after 'e' in 'dodecade'.,dodencaden,donecadene,add,8,3,,dodecade,e,n,donecadene,dodencaden,False,0.7,Final,"{
  ""p_answer"": ""d o n e c a d e n e""
}",Add 'n' after 'e' in d o d e c a d e.,
Add '<' after 'b' in 'photostability'.,photostab<ility,ph<o>to<s><t><a>b<i>l<i>t<y>,add,14,3,,photostability,b,<,ph<o>to<s><t><a>b<i>l<i>t<y>,photostab<ility,False,0.5357142857142857,Final,"{
  ""p_answer"": ""ph<o>to<s><t> <a>b<i>l<i>t<y>""
}",Add '<' after 'b' in p h o t o s t a b i l i t y.,
Add 'r' after 'i' in 'kerrikerri'.,kerrirkerrir,kerrikrerikr,add,10,3,,kerrikerri,i,r,kerrikrerikr,kerrirkerrir,False,0.6666666666666667,Final,"{
  ""p_answer"": ""kerrikrerikr""
}",Add 'r' after 'i' in k e r r i k e r r i.,
Add '0' after 'm' in 'demilawyer'.,dem0ilawyer,dem0ilawyer,add,10,3,,demilawyer,m,0,dem0ilawyer,dem0ilawyer,True,1.0,Final,"{
  ""p_answer"": ""d e m0 i l a w y e r""
}",Add '0' after 'm' in d e m i l a w y e r.,
Add 'A' after 'm' in 'adipometer'.,adipomAeter,adipometAr,add,10,3,,adipometer,m,A,adipometAr,adipomAeter,False,0.8181818181818181,Final,"{
  ""p_answer"": ""a d i p o m e t A r""
}",Add 'A' after 'm' in a d i p o m e t e r.,
Add 'r' after 'g' in 'unlegally'.,unlegrally,ungerralgly,add,9,3,,unlegally,g,r,ungerralgly,unlegrally,False,0.7272727272727273,Final,"{
  ""p_answer"": ""ungerralgly""
}",Add 'r' after 'g' in u n l e g a l l y.,
Add 'A' after 'u' in 'unmortgage'.,uAnmortgage,unmortgAgAge,add,10,3,,unmortgage,u,A,unmortgAgAge,uAnmortgage,False,0.6666666666666667,Final,"{
  ""p_answer"": ""u n m o r t g A g A g e""
}",Add 'A' after 'u' in u n m o r t g a g e.,
Add 'c' after 's' in 'assaut'.,ascscaut,scsaut,add,6,3,,assaut,s,c,scsaut,ascscaut,False,0.75,Final,"{
  ""p_answer"": ""s c s a u t""
}",Add 'c' after 's' in a s s a u t.,
Add 'L' after 'a' in 'metathorax'.,metaLthoraLx,meLtaLhorax,add,10,3,,metathorax,a,L,meLtaLhorax,metaLthoraLx,False,0.75,Final,"{
  ""p_answer"": ""m e L t a L h o r a x""
}",Add 'L' after 'a' in m e t a t h o r a x.,
Add '^' after 'm' in 'anemography'.,anem^ography,^m^ne^mography,add,11,3,,anemography,m,^,^m^ne^mography,anem^ography,False,0.6428571428571428,Final,"{
  ""p_answer"": ""^m^n e^m o g r a p h y""
}",Add '^' after 'm' in a n e m o g r a p h y.,
Add '`' after 'l' in 'pyrology'.,pyrol`ogy,py`rolo`gy,add,8,3,,pyrology,l,`,py`rolo`gy,pyrol`ogy,False,0.7,Final,"{
  ""p_answer"": ""py`rolo`gy""
}",Add '`' after 'l' in p y r o l o g y.,
Add 'O' after 't' in 'phacocystectomy'.,phacocystOectOomy,phacOcystectOmy,add,15,3,,phacocystectomy,t,O,phacOcystectOmy,phacocystOectOomy,False,0.8235294117647058,Final,"{
  ""p_answer"": ""p h a c O c y s t e c t O m y""
}",Add 'O' after 't' in p h a c o c y s t e c t o m y.,
Add 'n' after 'g' in 'ringer'.,ringner,ringener,add,6,3,,ringer,g,n,ringener,ringner,False,0.875,Final,"{
  ""p_answer"": ""ringener""
}",Add 'n' after 'g' in r i n g e r.,
Add 't' after 'e' in 'pseudoprosperous'.,psetudoprospetrous,pseutdoprosperous,add,16,3,,pseudoprosperous,e,t,pseutdoprosperous,psetudoprospetrous,False,0.8333333333333334,Final,"{
  ""p_answer"": ""p s e u t d o p r o s p e r o u s""
}",Add 't' after 'e' in p s e u d o p r o s p e r o u s.,
Add '2' after 'r' in 'consortism'.,consor2tism,consorti2sm,add,10,3,,consortism,r,2,consorti2sm,consor2tism,False,0.8181818181818181,Final,"{
  ""p_answer"": ""c o n s o r t i2s m""
}",Add '2' after 'r' in c o n s o r t i s m.,
Add 'G' after 'v' in 'vixenishness'.,vGixenishness,vGixenishnessG,add,12,3,,vixenishness,v,G,vGixenishnessG,vGixenishness,False,0.9285714285714286,Final,"{
  ""p_answer"": ""vG i x e n i s h n e s s G""
}",Add 'G' after 'v' in v i x e n i s h n e s s.,
Add '*' after 'm' in 'monotonously'.,m*onotonously,m*o*n*o*t*o*n*o*u*s*l*y,add,12,3,,monotonously,m,*,m*o*n*o*t*o*n*o*u*s*l*y,m*onotonously,False,0.5652173913043479,Final,"{
  ""p_answer"": ""m*o*n*o*t*o*n*o*u*s*l*y""
}",Add '*' after 'm' in m o n o t o n o u s l y.,
Add 'Q' after 'b' in 'mograbi'.,mograbQi,mograbiQ,add,7,3,,mograbi,b,Q,mograbiQ,mograbQi,False,0.75,Final,"{
  ""p_answer"": ""m o g r a b i Q""
}",Add 'Q' after 'b' in m o g r a b i.,
Add 'e' after 's' in 'shamaness'.,sehamanesese,shamanessess,add,9,3,,shamaness,s,e,shamanessess,sehamanesese,False,0.75,Final,"{
  ""p_answer"": ""s h a m a n e s se ss""
}",Add 'e' after 's' in s h a m a n e s s.,
Add 'O' after 's' in 'uniqueness'.,uniquenesOsO,uniquenessO,add,10,3,,uniqueness,s,O,uniquenessO,uniquenesOsO,False,0.9166666666666666,Final,"{
  ""p_answer"": ""u n i q u e n e s sO""
}",Add 'O' after 's' in u n i q u e n e s s.,
